batch_id,batch_date,component_id,serial,socket,hour,leakage_nA,vth_V,rds_on_mOhm,gate_leak_nA
LOT-2603,2026-08-03,C-024,SN260300152,C8,24,58.01,3.0219,201.99,3.956
LOT-2603,2026-08-03,C-024,SN260300152,C8,96,61.26,3.0156,202.85,4.029
LOT-2603,2026-08-03,C-024,SN260300152,C8,168,62.41,2.9958,204.56,4.125
LOT-2603,2026-08-03,C-025,SN260300153,D1,0,35.71,3.0747,196.75,2.447
LOT-2603,2026-08-03,C-025,SN260300153,D1,24,39.05,3.0606,197.87,2.623
LOT-2603,2026-08-03,C-025,SN260300153,D1,96,307.5,3.0519,199.75,3.007
LOT-2603,2026-08-03,C-025,SN260300153,D1,168,318.47,3.0367,200.45,3.182
LOT-2603,2026-08-03,C-026,SN260300154,D2,0,43.17,2.9635,216.1,5.785
LOT-2603,2026-08-03,C-026,SN260300154,D2,24,45.3,2.9533,217.33,5.689
LOT-2603,2026-08-03,C-026,SN260300154,D2,96,44.46,2.9693,218.75,5.35
LOT-2603,2026-08-03,C-026,SN260300154,D2,168,46.66,2.9612,219.58,5.0
LOT-2603,2026-08-03,C-027,SN260300155,D3,0,41.1,3.0139,205.42,2.776
LOT-2603,2026-08-03,C-027,SN260300155,D3,24,46.04,3.0077,207.71,2.806
LOT-2603,2026-08-03,C-027,SN260300155,D3,96,48.94,2.9998,208.22,2.811
LOT-2603,2026-08-03,C-027,SN260300155,D3,168,52.07,3.0006,208.96,2.996
LOT-2603,2026-08-03,C-028,SN260300156,D4,0,48.46,3.0209,201.57,2.847
LOT-2603,2026-08-03,C-028,SN260300156,D4,24,52.17,3.0059,203.75,2.875
LOT-2603,2026-08-03,C-028,SN260300156,D4,96,55.57,3.0003,205.14,3.181
LOT-2603,2026-08-03,C-028,SN260300156,D4,168,57.11,3.0019,205.82,3.229
LOT-2603,2026-08-03,C-029,SN260300157,D5,0,50.95,2.9206,203.02,3.479
LOT-2603,2026-08-03,C-029,SN260300157,D5,24,50.82,2.904,204.43,3.692
LOT-2603,2026-08-03,C-029,SN260300157,D5,96,55.01,2.9102,206.56,3.811
LOT-2603,2026-08-03,C-029,SN260300157,D5,168,57.0,2.8931,206.73,3.996
LOT-2603,2026-08-03,C-030,SN260300158,D6,0,42.88,3.0011,200.88,3.86
LOT-2603,2026-08-03,C-030,SN260300158,D6,24,43.47,2.9957,203.05,3.628
LOT-2603,2026-08-03,C-030,SN260300158,D6,96,44.62,2.9868,204.52,3.685
LOT-2603,2026-08-03,C-030,SN260300158,D6,168,44.7,2.9774,205.98,3.621
LOT-2603,2026-08-03,C-031,SN260300159,D7,0,42.8,2.942,202.2,3.102
LOT-2603,2026-08-03,C-031,SN260300159,D7,24,46.89,2.936,204.11,3.483
LOT-2603,2026-08-03,C-031,SN260300159,D7,96,46.53,2.9182,204.91,3.401
LOT-2603,2026-08-03,C-031,SN260300159,D7,168,48.59,2.9248,205.01,3.546
LOT-2603,2026-08-03,C-032,SN260300160,D8,0,41.8,2.9665,208.93,2.291
LOT-2603,2026-08-03,C-032,SN260300160,D8,24,45.08,2.948,210.75,2.412
LOT-2603,2026-08-03,C-032,SN260300160,D8,96,49.19,2.9289,212.38,2.679
LOT-2603,2026-08-03,C-032,SN260300160,D8,168,50.39,2.9201,213.9,2.922
LOT-2603,2026-08-03,C-033,SN260300161,E1,0,44.35,3.1484,211.98,3.994
LOT-2603,2026-08-03,C-033,SN260300161,E1,24,46.41,3.1339,213.58,4.342
LOT-2603,2026-08-03,C-033,SN260300161,E1,96,48.84,3.128,215.46,4.723
LOT-2603,2026-08-03,C-033,SN260300161,E1,168,51.68,3.1215,215.4,5.079
LOT-2603,2026-08-03,C-034,SN260300162,E2,0,39.27,3.0072,204.61,1.403
LOT-2603,2026-08-03,C-034,SN260300162,E2,24,43.01,2.9912,205.78,1.666
LOT-2603,2026-08-03,C-034,SN260300162,E2,96,48.13,2.9739,207.71,1.722
LOT-2603,2026-08-03,C-034,SN260300162,E2,168,52.09,2.9584,208.97,1.953
LOT-2603,2026-08-03,C-035,SN260300163,E3,0,48.42,3.0826,196.92,1.895
LOT-2603,2026-08-03,C-035,SN260300163,E3,24,51.45,3.0715,199.03,2.032
LOT-2603,2026-08-03,C-035,SN260300163,E3,96,53.34,3.0644,201.06,2.19
LOT-2603,2026-08-03,C-035,SN260300163,E3,168,56.51,3.0506,203.53,2.227
LOT-2603,2026-08-03,C-036,SN260300164,E4,0,41.2,2.8949,208.49,5.375
LOT-2603,2026-08-03,C-036,SN260300164,E4,24,43.76,2.8844,209.21,5.862
LOT-2603,2026-08-03,C-036,SN260300164,E4,96,46.45,2.879,209.56,5.794
LOT-2603,2026-08-03,C-036,SN260300164,E4,168,47.26,2.8651,210.46,5.78
LOT-2603,2026-08-03,C-037,SN260300165,E5,0,41.43,2.9393,204.58,2.294
LOT-2603,2026-08-03,C-037,SN260300165,E5,24,46.69,2.9242,204.5,2.468
LOT-2603,2026-08-03,C-037,SN260300165,E5,96,51.27,2.9082,205.62,2.628
LOT-2603,2026-08-03,C-037,SN260300165,E5,168,56.29,2.8964,206.66,2.611
LOT-2603,2026-08-03,C-038,SN260300166,E6,0,63.9,2.9796,206.56,2.721
LOT-2603,2026-08-03,C-038,SN260300166,E6,24,68.32,2.9786,206.85,3.239
LOT-2603,2026-08-03,C-038,SN260300166,E6,96,73.54,2.9745,208.61,3.714
LOT-2603,2026-08-03,C-038,SN260300166,E6,168,79.26,2.9729,208.59,4.043
LOT-2603,2026-08-03,C-039,SN260300167,E7,0,47.02,3.0492,211.96,1.747
LOT-2603,2026-08-03,C-039,SN260300167,E7,24,57.77,3.0527,213.5,1.922
LOT-2603,2026-08-03,C-039,SN260300167,E7,96,62.37,3.0503,213.93,1.984
LOT-2603,2026-08-03,C-039,SN260300167,E7,168,66.03,3.0478,214.18,2.126
LOT-2603,2026-08-03,C-040,SN260300168,E8,0,46.8,3.0453,201.11,2.873
LOT-2603,2026-08-03,C-040,SN260300168,E8,24,46.17,3.0369,201.75,3.02
LOT-2603,2026-08-03,C-040,SN260300168,E8,96,48.98,3.0233,203.18,3.105
LOT-2603,2026-08-03,C-040,SN260300168,E8,168,49.86,3.0149,203.55,3.054
LOT-2603,2026-08-03,C-041,SN260300169,F1,0,76.39,3.0037,208.45,2.329
LOT-2603,2026-08-03,C-041,SN260300169,F1,24,81.16,3.0017,210.05,2.604
LOT-2603,2026-08-03,C-041,SN260300169,F1,96,83.51,2.9882,210.21,3.204
LOT-2603,2026-08-03,C-041,SN260300169,F1,168,87.94,2.9804,210.45,3.416
LOT-2603,2026-08-03,C-042,SN260300170,F2,0,43.32,2.9304,206.51,1.877
LOT-2603,2026-08-03,C-042,SN260300170,F2,24,43.23,2.92,208.29,1.998
LOT-2603,2026-08-03,C-042,SN260300170,F2,96,46.73,2.8939,208.92,1.958
LOT-2603,2026-08-03,C-042,SN260300170,F2,168,47.93,2.8898,209.9,2.158
LOT-2603,2026-08-03,C-043,SN260300171,F3,0,38.38,2.9805,211.26,2.436
LOT-2603,2026-08-03,C-043,SN260300171,F3,24,40.44,2.954,212.38,2.691
LOT-2603,2026-08-03,C-043,SN260300171,F3,96,40.8,2.952,213.58,2.943
LOT-2603,2026-08-03,C-043,SN260300171,F3,168,42.48,2.9392,213.58,3.295
LOT-2603,2026-08-03,C-044,SN260300172,F4,0,47.68,3.0019,211.13,2.26
LOT-2603,2026-08-03,C-044,SN260300172,F4,24,51.87,2.9976,212.84,2.496
LOT-2603,2026-08-03,C-044,SN260300172,F4,96,60.11,2.9841,213.78,2.752
LOT-2603,2026-08-03,C-044,SN260300172,F4,168,63.73,2.9765,214.65,2.916
LOT-2603,2026-08-03,C-045,SN260300173,F5,0,52.48,3.0281,209.23,2.396
LOT-2603,2026-08-03,C-045,SN260300173,F5,24,53.88,3.0118,212.04,2.552
LOT-2603,2026-08-03,C-045,SN260300173,F5,96,57.36,2.9965,214.4,2.798
LOT-2603,2026-08-03,C-045,SN260300173,F5,168,58.0,2.9927,216.72,2.824
LOT-2603,2026-08-03,C-046,SN260300174,F6,0,40.23,2.9916,204.57,3.328
LOT-2603,2026-08-03,C-046,SN260300174,F6,24,44.98,2.9891,205.81,3.592
LOT-2603,2026-08-03,C-046,SN260300174,F6,96,48.38,2.9833,205.98,3.477
LOT-2603,2026-08-03,C-046,SN260300174,F6,168,50.05,2.9731,207.54,3.9
LOT-2603,2026-08-03,C-047,SN260300175,F7,0,46.61,2.9703,205.22,2.573
LOT-2603,2026-08-03,C-047,SN260300175,F7,24,51.72,2.9531,205.68,2.826
LOT-2603,2026-08-03,C-047,SN260300175,F7,96,58.82,2.9407,206.06,2.936
LOT-2603,2026-08-03,C-047,SN260300175,F7,168,58.54,2.9311,205.58,2.972
LOT-2603,2026-08-03,C-048,SN260300176,F8,0,30.87,2.9689,207.39,2.55
LOT-2603,2026-08-03,C-048,SN260300176,F8,24,35.72,2.9615,208.88,2.8
LOT-2603,2026-08-03,C-048,SN260300176,F8,96,38.85,2.9503,209.82,3.022
LOT-2603,2026-08-03,C-048,SN260300176,F8,168,40.75,2.9442,210.66,3.301
LOT-2603,2026-08-03,C-049,SN260300177,G1,0,40.29,2.9381,205.28,1.922
LOT-2603,2026-08-03,C-049,SN260300177,G1,24,44.15,2.9354,207.12,2.098
LOT-2603,2026-08-03,C-049,SN260300177,G1,96,50.19,2.9245,208.44,2.295
LOT-2603,2026-08-03,C-049,SN260300177,G1,168,53.21,2.9189,210.08,2.511
LOT-2603,2026-08-03,C-050,SN260300178,G2,0,48.85,3.0563,206.11,2.269
LOT-2603,2026-08-03,C-050,SN260300178,G2,24,51.49,3.0423,206.75,2.539
LOT-2603,2026-08-03,C-050,SN260300178,G2,96,55.06,3.0108,206.47,2.549
LOT-2603,2026-08-03,C-050,SN260300178,G2,168,61.04,3.004,207.4,2.491
LOT-2603,2026-08-03,C-051,SN260300179,G3,0,60.83,3.0743,210.75,3.805
LOT-2603,2026-08-03,C-051,SN260300179,G3,24,66.69,3.0612,211.56,4.092
LOT-2603,2026-08-03,C-051,SN260300179,G3,96,72.07,3.0625,212.95,4.592
LOT-2603,2026-08-03,C-051,SN260300179,G3,168,71.45,3.0589,212.67,4.592
LOT-2603,2026-08-03,C-052,SN260300180,G4,0,61.49,2.9379,207.46,1.601
LOT-2603,2026-08-03,C-052,SN260300180,G4,24,67.28,2.9384,207.39,1.621
LOT-2603,2026-08-03,C-052,SN260300180,G4,96,71.19,2.9353,207.51,1.585
LOT-2603,2026-08-03,C-052,SN260300180,G4,168,74.71,2.9243,207.72,1.649
LOT-2603,2026-08-03,C-053,SN260300181,G5,0,36.08,2.9152,212.03,2.758
LOT-2603,2026-08-03,C-053,SN260300181,G5,24,40.04,2.9065,213.33,2.698
LOT-2603,2026-08-03,C-053,SN260300181,G5,96,44.29,2.8918,215.32,2.826
LOT-2603,2026-08-03,C-053,SN260300181,G5,168,49.99,2.8829,214.5,3.331
LOT-2603,2026-08-03,C-054,SN260300182,G6,0,49.51,2.9241,206.19,1.84
LOT-2603,2026-08-03,C-054,SN260300182,G6,24,53.32,2.9,207.6,2.095
LOT-2603,2026-08-03,C-054,SN260300182,G6,96,54.34,2.8892,208.14,2.32
LOT-2603,2026-08-03,C-054,SN260300182,G6,168,59.86,2.879,209.44,2.365
LOT-2603,2026-08-03,C-055,SN260300183,G7,0,34.89,2.9129,208.03,3.452
LOT-2603,2026-08-03,C-055,SN260300183,G7,24,38.11,2.8966,208.82,3.472
LOT-2603,2026-08-03,C-055,SN260300183,G7,96,42.13,2.8836,208.93,3.787
LOT-2603,2026-08-03,C-055,SN260300183,G7,168,43.17,2.8775,208.92,4.103
LOT-2603,2026-08-03,C-056,SN260300184,G8,0,32.39,2.9671,205.13,3.182
LOT-2603,2026-08-03,C-056,SN260300184,G8,24,36.17,2.9631,205.11,3.589
LOT-2603,2026-08-03,C-056,SN260300184,G8,96,37.52,2.9619,206.02,3.776
LOT-2603,2026-08-03,C-056,SN260300184,G8,168,42.26,2.968,206.19,3.673
LOT-2603,2026-08-03,C-057,SN260300185,H1,0,72.6,3.0703,208.38,2.111
LOT-2603,2026-08-03,C-057,SN260300185,H1,24,77.49,3.0641,209.27,2.216
LOT-2603,2026-08-03,C-057,SN260300185,H1,96,85.34,3.0497,212.09,2.478
LOT-2603,2026-08-03,C-057,SN260300185,H1,168,88.71,3.0348,213.82,2.436
LOT-2603,2026-08-03,C-058,SN260300186,H2,0,59.82,3.0586,201.02,2.568
LOT-2603,2026-08-03,C-058,SN260300186,H2,24,62.03,3.0449,213.63,2.67
LOT-2603,2026-08-03,C-058,SN260300186,H2,96,65.31,3.0432,230.29,3.426
LOT-2603,2026-08-03,C-058,SN260300186,H2,168,67.81,3.0351,243.04,3.534
LOT-2603,2026-08-03,C-059,SN260300187,H3,0,52.66,2.9497,198.66,3.052
LOT-2603,2026-08-03,C-059,SN260300187,H3,24,53.36,2.9513,199.96,2.984
LOT-2603,2026-08-03,C-059,SN260300187,H3,96,58.26,2.9416,200.46,3.213
LOT-2603,2026-08-03,C-059,SN260300187,H3,168,58.52,2.9389,200.76,3.336
LOT-2603,2026-08-03,C-060,SN260300188,H4,0,66.39,2.994,207.27,1.702
LOT-2603,2026-08-03,C-060,SN260300188,H4,24,66.74,2.9883,209.54,1.88
LOT-2603,2026-08-03,C-060,SN260300188,H4,96,72.0,2.973,210.32,1.965
LOT-2603,2026-08-03,C-060,SN260300188,H4,168,74.36,2.9724,211.28,2.042
LOT-2603,2026-08-03,C-061,SN260300189,H5,0,79.19,3.0196,204.71,2.397
LOT-2603,2026-08-03,C-061,SN260300189,H5,24,85.48,3.0096,205.01,2.562
LOT-2603,2026-08-03,C-061,SN260300189,H5,96,82.53,2.9946,206.29,2.56
LOT-2603,2026-08-03,C-061,SN260300189,H5,168,85.32,2.9874,206.9,2.601
LOT-2603,2026-08-03,C-062,SN260300190,H6,0,43.53,3.1328,203.63,2.389
LOT-2603,2026-08-03,C-062,SN260300190,H6,24,47.35,3.1067,205.79,2.46
LOT-2603,2026-08-03,C-062,SN260300190,H6,96,52.27,3.0976,206.9,2.748
LOT-2603,2026-08-03,C-062,SN260300190,H6,168,55.97,3.0917,209.28,2.802
LOT-2603,2026-08-03,C-063,SN260300191,H7,0,42.96,2.9826,202.16,2.603
LOT-2603,2026-08-03,C-063,SN260300191,H7,24,47.66,2.9688,204.34,2.353
LOT-2603,2026-08-03,C-063,SN260300191,H7,96,47.93,2.9496,205.59,2.619
LOT-2603,2026-08-03,C-063,SN260300191,H7,168,50.23,2.9346,207.22,2.514
LOT-2603,2026-08-03,C-064,SN260300192,H8,0,50.95,2.9988,199.6,1.41
LOT-2603,2026-08-03,C-064,SN260300192,H8,24,54.06,2.9932,200.49,1.576
LOT-2603,2026-08-03,C-064,SN260300192,H8,96,55.81,2.9886,201.03,1.652
LOT-2603,2026-08-03,C-064,SN260300192,H8,168,58.58,2.9922,201.43,1.779
LOT-2604,2026-08-17,C-001,SN260400193,A1,0,42.65,2.9705,202.06,3.246
LOT-2604,2026-08-17,C-001,SN260400193,A1,24,44.42,2.9625,202.46,3.228
LOT-2604,2026-08-17,C-001,SN260400193,A1,96,45.96,2.953,202.88,3.406
LOT-2604,2026-08-17,C-001,SN260400193,A1,168,48.62,2.947,203.75,3.672
LOT-2604,2026-08-17,C-002,SN260400194,A2,0,36.66,2.9689,213.23,2.193
LOT-2604,2026-08-17,C-002,SN260400194,A2,24,39.46,2.9653,214.02,2.338
LOT-2604,2026-08-17,C-002,SN260400194,A2,96,39.02,2.9377,214.41,2.428
LOT-2604,2026-08-17,C-002,SN260400194,A2,168,44.29,2.9219,214.86,2.829
LOT-2604,2026-08-17,C-003,SN260400195,A3,0,50.09,2.9822,200.47,2.649
LOT-2604,2026-08-17,C-003,SN260400195,A3,24,48.31,2.9795,200.17,2.678
LOT-2604,2026-08-17,C-003,SN260400195,A3,96,50.75,2.9606,199.91,2.646
LOT-2604,2026-08-17,C-003,SN260400195,A3,168,47.67,2.9558,200.75,2.709
LOT-2604,2026-08-17,C-004,SN260400196,A4,0,25.82,3.0811,200.62,2.57
LOT-2604,2026-08-17,C-004,SN260400196,A4,24,26.93,3.0869,202.97,2.667
LOT-2604,2026-08-17,C-004,SN260400196,A4,96,29.35,3.0856,205.23,2.469
LOT-2604,2026-08-17,C-004,SN260400196,A4,168,31.07,3.0935,206.24,2.495
LOT-2604,2026-08-17,C-005,SN260400197,A5,0,68.51,2.9579,206.88,2.471
LOT-2604,2026-08-17,C-005,SN260400197,A5,24,70.9,2.9468,208.83,2.552
LOT-2604,2026-08-17,C-005,SN260400197,A5,96,73.44,2.9378,211.15,2.896
LOT-2604,2026-08-17,C-005,SN260400197,A5,168,76.64,2.9338,212.02,3.071
LOT-2604,2026-08-17,C-006,SN260400198,A6,0,55.54,2.9839,207.66,2.584
LOT-2604,2026-08-17,C-006,SN260400198,A6,24,63.16,2.9698,209.23,2.775
LOT-2604,2026-08-17,C-006,SN260400198,A6,96,66.76,2.954,211.27,2.929
LOT-2604,2026-08-17,C-006,SN260400198,A6,168,72.54,2.9498,212.78,3.116
LOT-2604,2026-08-17,C-007,SN260400199,A7,0,49.23,3.0374,203.5,1.486
LOT-2604,2026-08-17,C-007,SN260400199,A7,24,49.61,3.0262,204.37,1.703
LOT-2604,2026-08-17,C-007,SN260400199,A7,96,57.37,3.0196,205.91,1.611
LOT-2604,2026-08-17,C-007,SN260400199,A7,168,58.45,3.0189,206.73,1.612
LOT-2604,2026-08-17,C-008,SN260400200,A8,0,42.42,3.1065,212.93,4.011
LOT-2604,2026-08-17,C-008,SN260400200,A8,24,42.97,3.1029,213.58,4.214
LOT-2604,2026-08-17,C-008,SN260400200,A8,96,48.37,3.0905,213.41,4.536
LOT-2604,2026-08-17,C-008,SN260400200,A8,168,48.59,3.0841,213.68,4.937
LOT-2604,2026-08-17,C-009,SN260400201,B1,0,50.72,2.9585,201.45,1.6
LOT-2604,2026-08-17,C-009,SN260400201,B1,24,56.24,2.9476,201.46,1.768
LOT-2604,2026-08-17,C-009,SN260400201,B1,96,64.26,2.9323,202.21,1.801
LOT-2604,2026-08-17,C-009,SN260400201,B1,168,71.31,2.9171,203.43,1.832
LOT-2604,2026-08-17,C-010,SN260400202,B2,0,53.32,2.9149,212.44,2.814
LOT-2604,2026-08-17,C-010,SN260400202,B2,24,56.9,2.9017,213.72,3.127
LOT-2604,2026-08-17,C-010,SN260400202,B2,96,61.08,2.8786,217.31,3.32
LOT-2604,2026-08-17,C-010,SN260400202,B2,168,63.86,2.8707,219.35,3.351
LOT-2604,2026-08-17,C-011,SN260400203,B3,0,46.85,3.0204,201.77,2.554
LOT-2604,2026-08-17,C-011,SN260400203,B3,24,48.02,3.0248,203.1,2.691
LOT-2604,2026-08-17,C-011,SN260400203,B3,96,49.76,3.0091,204.67,3.021
LOT-2604,2026-08-17,C-011,SN260400203,B3,168,54.19,3.0097,205.27,3.376
LOT-2604,2026-08-17,C-012,SN260400204,B4,0,58.32,2.9562,203.23,1.947
LOT-2604,2026-08-17,C-012,SN260400204,B4,24,62.4,2.9441,203.4,1.998
LOT-2604,2026-08-17,C-012,SN260400204,B4,96,60.67,2.9201,204.25,1.907
LOT-2604,2026-08-17,C-012,SN260400204,B4,168,61.93,2.9087,203.84,1.972
LOT-2604,2026-08-17,C-013,SN260400205,B5,0,57.6,3.0127,201.84,1.84
LOT-2604,2026-08-17,C-013,SN260400205,B5,24,61.21,3.012,204.54,1.896
LOT-2604,2026-08-17,C-013,SN260400205,B5,96,61.24,2.9995,206.76,2.083
LOT-2604,2026-08-17,C-013,SN260400205,B5,168,62.62,2.9803,208.02,2.104
LOT-2604,2026-08-17,C-014,SN260400206,B6,0,49.81,3.1216,201.42,1.707
LOT-2604,2026-08-17,C-014,SN260400206,B6,24,53.0,3.1098,202.95,1.719
LOT-2604,2026-08-17,C-014,SN260400206,B6,96,57.64,3.1026,204.55,1.688
LOT-2604,2026-08-17,C-014,SN260400206,B6,168,60.34,3.0939,206.13,1.936
LOT-2604,2026-08-17,C-015,SN260400207,B7,0,22.55,2.9178,206.47,2.277
LOT-2604,2026-08-17,C-015,SN260400207,B7,24,23.56,2.9142,207.89,2.48
LOT-2604,2026-08-17,C-015,SN260400207,B7,96,24.09,2.9021,208.35,2.786
LOT-2604,2026-08-17,C-015,SN260400207,B7,168,25.2,2.8976,209.26,2.952
LOT-2604,2026-08-17,C-016,SN260400208,B8,0,48.47,3.0635,208.25,2.586
LOT-2604,2026-08-17,C-016,SN260400208,B8,24,49.9,3.0504,209.39,2.509
LOT-2604,2026-08-17,C-016,SN260400208,B8,96,54.04,3.0476,209.92,2.554
LOT-2604,2026-08-17,C-016,SN260400208,B8,168,57.4,3.0315,210.84,2.517
LOT-2604,2026-08-17,C-017,SN260400209,C1,0,52.44,3.1287,209.37,2.564
LOT-2604,2026-08-17,C-017,SN260400209,C1,24,55.84,3.1181,210.41,2.645
LOT-2604,2026-08-17,C-017,SN260400209,C1,96,60.15,3.1115,212.73,2.761
LOT-2604,2026-08-17,C-017,SN260400209,C1,168,64.89,3.1164,213.91,2.581
LOT-2604,2026-08-17,C-018,SN260400210,C2,0,38.09,2.8971,198.87,3.121
LOT-2604,2026-08-17,C-018,SN260400210,C2,24,39.64,2.8883,198.39,3.247
LOT-2604,2026-08-17,C-018,SN260400210,C2,96,45.32,2.8809,200.11,3.443
LOT-2604,2026-08-17,C-018,SN260400210,C2,168,45.03,2.8801,201.55,3.465
LOT-2604,2026-08-17,C-019,SN260400211,C3,0,40.43,2.9178,209.28,3.227
LOT-2604,2026-08-17,C-019,SN260400211,C3,24,42.18,2.9051,209.84,3.16
LOT-2604,2026-08-17,C-019,SN260400211,C3,96,46.1,2.8841,210.25,3.466
LOT-2604,2026-08-17,C-019,SN260400211,C3,168,48.36,2.8643,210.98,3.487
LOT-2604,2026-08-17,C-020,SN260400212,C4,0,32.96,2.9538,206.78,1.851
LOT-2604,2026-08-17,C-020,SN260400212,C4,24,34.62,2.9391,206.86,1.989
LOT-2604,2026-08-17,C-020,SN260400212,C4,96,37.84,2.9043,207.15,2.207
LOT-2604,2026-08-17,C-020,SN260400212,C4,168,41.76,2.8901,207.3,2.165
LOT-2604,2026-08-17,C-021,SN260400213,C5,0,47.99,2.9533,211.85,2.473
LOT-2604,2026-08-17,C-021,SN260400213,C5,24,52.6,2.9488,212.1,2.543
LOT-2604,2026-08-17,C-021,SN260400213,C5,96,55.57,2.9439,213.58,2.473
LOT-2604,2026-08-17,C-021,SN260400213,C5,168,57.17,2.9447,214.37,2.635
LOT-2604,2026-08-17,C-022,SN260400214,C6,0,64.79,2.9801,210.43,1.552
LOT-2604,2026-08-17,C-022,SN260400214,C6,24,64.29,2.9699,210.74,1.825
LOT-2604,2026-08-17,C-022,SN260400214,C6,96,70.58,2.975,211.58,1.886
LOT-2604,2026-08-17,C-022,SN260400214,C6,168,70.7,2.968,212.74,1.994
LOT-2604,2026-08-17,C-023,SN260400215,C7,0,58.13,3.0684,199.3,2.501
LOT-2604,2026-08-17,C-023,SN260400215,C7,24,63.59,3.0652,199.31,2.414
LOT-2604,2026-08-17,C-023,SN260400215,C7,96,74.05,3.0582,200.95,2.509
LOT-2604,2026-08-17,C-023,SN260400215,C7,168,77.21,3.0463,201.23,2.651
LOT-2604,2026-08-17,C-024,SN260400216,C8,0,39.46,2.9367,205.68,2.632
LOT-2604,2026-08-17,C-024,SN260400216,C8,24,42.29,2.9237,206.1,2.855
LOT-2604,2026-08-17,C-024,SN260400216,C8,96,47.49,2.9191,206.02,3.003
LOT-2604,2026-08-17,C-024,SN260400216,C8,168,48.99,2.9176,206.52,3.086
LOT-2604,2026-08-17,C-025,SN260400217,D1,0,49.34,3.1283,199.54,3.375
LOT-2604,2026-08-17,C-025,SN260400217,D1,24,51.93,3.1265,200.28,3.61
LOT-2604,2026-08-17,C-025,SN260400217,D1,96,59.57,3.1264,200.72,3.94
LOT-2604,2026-08-17,C-025,SN260400217,D1,168,62.25,3.1237,202.49,4.176
LOT-2604,2026-08-17,C-026,SN260400218,D2,0,41.6,3.0322,214.27,2.343
LOT-2604,2026-08-17,C-026,SN260400218,D2,24,45.48,3.0212,215.5,2.487
LOT-2604,2026-08-17,C-026,SN260400218,D2,96,50.43,3.0056,215.84,2.491
LOT-2604,2026-08-17,C-026,SN260400218,D2,168,53.32,3.0018,216.46,2.661
LOT-2604,2026-08-17,C-027,SN260400219,D3,0,37.18,2.8873,197.93,2.491
LOT-2604,2026-08-17,C-027,SN260400219,D3,24,40.5,2.8679,199.3,2.63
LOT-2604,2026-08-17,C-027,SN260400219,D3,96,42.66,2.8539,200.34,2.544
LOT-2604,2026-08-17,C-027,SN260400219,D3,168,46.17,2.8386,200.39,2.593
LOT-2604,2026-08-17,C-028,SN260400220,D4,0,59.92,3.0311,202.52,3.136
LOT-2604,2026-08-17,C-028,SN260400220,D4,24,61.39,3.0222,201.69,3.271
LOT-2604,2026-08-17,C-028,SN260400220,D4,96,67.62,3.0117,201.73,3.204
LOT-2604,2026-08-17,C-028,SN260400220,D4,168,71.21,3.0174,201.49,3.383
LOT-2604,2026-08-17,C-029,SN260400221,D5,0,47.79,2.9132,209.72,2.544
LOT-2604,2026-08-17,C-029,SN260400221,D5,24,47.65,2.9014,210.09,2.412
LOT-2604,2026-08-17,C-029,SN260400221,D5,96,50.51,2.8866,209.84,2.713
LOT-2604,2026-08-17,C-029,SN260400221,D5,168,53.14,2.8654,211.34,2.747
LOT-2604,2026-08-17,C-030,SN260400222,D6,0,33.85,2.9855,211.4,3.036
LOT-2604,2026-08-17,C-030,SN260400222,D6,24,33.92,2.9665,212.68,3.287
LOT-2604,2026-08-17,C-030,SN260400222,D6,96,37.8,2.9614,213.19,3.608
LOT-2604,2026-08-17,C-030,SN260400222,D6,168,38.06,2.9564,214.09,3.852
LOT-2604,2026-08-17,C-031,SN260400223,D7,0,45.37,2.9931,209.2,1.985
LOT-2604,2026-08-17,C-031,SN260400223,D7,24,46.56,2.9908,210.78,2.182
LOT-2604,2026-08-17,C-031,SN260400223,D7,96,48.85,2.9862,211.76,2.401
LOT-2604,2026-08-17,C-031,SN260400223,D7,168,49.63,2.9799,212.15,2.671
LOT-2604,2026-08-17,C-032,SN260400224,D8,0,56.37,3.0105,204.82,1.446
LOT-2604,2026-08-17,C-032,SN260400224,D8,24,58.91,3.0104,207.37,1.449
LOT-2604,2026-08-17,C-032,SN260400224,D8,96,64.24,3.017,209.65,1.457
LOT-2604,2026-08-17,C-032,SN260400224,D8,168,65.15,3.0223,212.14,1.465
LOT-2604,2026-08-17,C-033,SN260400225,E1,0,40.53,3.1014,203.43,2.539
LOT-2604,2026-08-17,C-033,SN260400225,E1,24,42.82,3.0769,204.39,2.853
LOT-2604,2026-08-17,C-033,SN260400225,E1,96,45.91,3.0491,204.04,3.132
LOT-2604,2026-08-17,C-033,SN260400225,E1,168,45.83,3.0218,204.8,3.302
LOT-2604,2026-08-17,C-034,SN260400226,E2,0,48.93,2.9833,204.27,18.234
LOT-2604,2026-08-17,C-034,SN260400226,E2,24,53.17,2.9816,205.06,27.128
LOT-2604,2026-08-17,C-034,SN260400226,E2,96,55.42,2.9673,205.87,44.043
LOT-2604,2026-08-17,C-034,SN260400226,E2,168,58.71,2.9628,206.99,53.977
LOT-2604,2026-08-17,C-035,SN260400227,E3,0,33.7,3.0352,207.18,3.138
LOT-2604,2026-08-17,C-035,SN260400227,E3,24,35.08,3.028,209.06,3.478
LOT-2604,2026-08-17,C-035,SN260400227,E3,96,36.23,3.0231,211.46,3.839
LOT-2604,2026-08-17,C-035,SN260400227,E3,168,36.61,3.0132,212.81,3.852
